"","ensembl_gene_id","external_gene_name","transcript_biotype"
"6388","ENSG00000131378","RFTN1","protein_coding"
"6389","ENSG00000164265","SCGB3A2","protein_coding"
"6390","ENSG00000111371","SLC38A1","protein_coding"
"6391","ENSG00000124490","CRISP2","protein_coding"
"6392","ENSG00000176769","TCERG1L","protein_coding"
"6393","ENSG00000099999","RNF215","protein_coding"
"6394","ENSG00000173261","PLAC8L1","protein_coding"
"6395","ENSG00000165138","ANKS6","protein_coding"
"6396","ENSG00000101997","CCDC22","protein_coding"
"6397","ENSG00000256806","C17orf100","protein_coding"
"6398","ENSG00000081791","DELE1","protein_coding"
"6399","ENSG00000175820","CCDC168","protein_coding"
"6400","ENSG00000163285","GABRG1","protein_coding"
"6401","ENSG00000151287","TEX30","protein_coding"
"6402","ENSG00000159871","LYPD5","protein_coding"
"6403","ENSG00000141040","ZNF287","protein_coding"
"6404","ENSG00000198873","GRK5","protein_coding"
"6405","ENSG00000100003","SEC14L2","protein_coding"
"6406","ENSG00000079134","THOC1","protein_coding"
"6407","ENSG00000131233","GJA9","protein_coding"
"6408","ENSG00000187957","DNER","protein_coding"
"6409","ENSG00000254535","PABPC4L","protein_coding"
"6410","ENSG00000145283","SLC10A6","protein_coding"
"6411","ENSG00000188786","MTF1","protein_coding"
"6412","ENSG00000270181","BIVM-ERCC5","protein_coding"
"6413","ENSG00000049769","PPP1R3F","protein_coding"
"6414","ENSG00000164066","INTU","protein_coding"
"6415","ENSG00000007376","RPUSD1","protein_coding"
"6416","ENSG00000105507","CABP5","protein_coding"
"6417","ENSG00000076003","MCM6","protein_coding"
"6418","ENSG00000137941","TTLL7","protein_coding"
"6419","ENSG00000074370","ATP2A3","protein_coding"
"6420","ENSG00000204711","CFAP95","protein_coding"
"6421","ENSG00000134897","BIVM","protein_coding"
"6422","ENSG00000196867","ZFP28","protein_coding"
"6423","ENSG00000147118","ZNF182","protein_coding"
"6424","ENSG00000170927","PKHD1","protein_coding"
"6425","ENSG00000075290","WNT8B","protein_coding"
"6426","ENSG00000221994","ZNF630","protein_coding"
"6427","ENSG00000170293","CMTM8","protein_coding"
"6428","ENSG00000157483","MYO1E","protein_coding"
"6429","ENSG00000265763","ZNF488","protein_coding"
"6430","ENSG00000022355","GABRA1","protein_coding"
"6431","ENSG00000104415","CCN4","protein_coding"
"6432","ENSG00000163528","CHCHD4","protein_coding"
"6433","ENSG00000198612","COPS8","protein_coding"
"6434","ENSG00000124171","PARD6B","protein_coding"
"6435","ENSG00000131669","NINJ1","protein_coding"
"6436","ENSG00000182645","CCDC172","protein_coding"
"6437","ENSG00000188508","KRTDAP","protein_coding"
"6438","ENSG00000124217","MOCS3","protein_coding"
"6439","ENSG00000173418","NAA20","protein_coding"
"6440","ENSG00000148908","RGS10","protein_coding"
"6441","ENSG00000160882","CYP11B1","protein_coding"
"6442","ENSG00000183087","GAS6","protein_coding"
"6443","ENSG00000154783","FGD5","protein_coding"
"6444","ENSG00000127588","GNG13","protein_coding"
"6445","ENSG00000068976","PYGM","protein_coding"
"6446","ENSG00000187758","ADH1A","protein_coding"
"6447","ENSG00000101343","CRNKL1","protein_coding"
"6448","ENSG00000185737","NRG3","protein_coding"
"6449","ENSG00000197969","VPS13A","protein_coding"
"6450","ENSG00000168447","SCNN1B","protein_coding"
"6451","ENSG00000197016","ZNF470","protein_coding"
"6452","ENSG00000151470","C4orf33","protein_coding"
"6453","ENSG00000184788","SATL1","protein_coding"
"6454","ENSG00000141447","OSBPL1A","protein_coding"
"6455","ENSG00000083828","ZNF586","protein_coding"
"6456","ENSG00000188021","UBQLN2","protein_coding"
"6457","ENSG00000185985","SLITRK2","protein_coding"
"6458","ENSG00000249590","","protein_coding"
"6459","ENSG00000136159","NUDT15","protein_coding"
"6460","ENSG00000129696","TTI2","protein_coding"
"6461","ENSG00000148704","VAX1","protein_coding"
"6462","ENSG00000130962","PRRG1","protein_coding"
"6463","ENSG00000159917","ZNF235","protein_coding"
"6464","ENSG00000136146","MED4","protein_coding"
"6465","ENSG00000242114","MTFP1","protein_coding"
"6466","ENSG00000166128","RAB8B","protein_coding"
"6467","ENSG00000066135","KDM4A","protein_coding"
"6468","ENSG00000095485","CWF19L1","protein_coding"
"6469","ENSG00000168067","MAP4K2","protein_coding"
"6470","ENSG00000204941","PSG5","protein_coding"
"6471","ENSG00000163631","ALB","protein_coding"
"6472","ENSG00000163075","CFAP221","protein_coding"
"6473","ENSG00000101911","PRPS2","protein_coding"
"6474","ENSG00000100012","SEC14L3","protein_coding"
"6475","ENSG00000205268","PDE7A","protein_coding"
"6476","ENSG00000139687","RB1","protein_coding"
"6477","ENSG00000166233","ARIH1","protein_coding"
"6478","ENSG00000177291","GJD4","protein_coding"
"6479","ENSG00000148700","ADD3","protein_coding"
"6480","ENSG00000171606","ZNF274","protein_coding"
"6481","ENSG00000146166","LGSN","protein_coding"
"6482","ENSG00000284895","","protein_coding"
"6483","ENSG00000117174","ZNHIT6","protein_coding"
"6484","ENSG00000102858","MGRN1","protein_coding"
"6485","ENSG00000102683","SGCG","protein_coding"
"6486","ENSG00000085224","ATRX","protein_coding"
"6487","ENSG00000112759","SLC29A1","protein_coding"
"6488","ENSG00000160299","PCNT","protein_coding"
"6489","ENSG00000139746","RBM26","protein_coding"
"6490","ENSG00000184313","MROH7","protein_coding"
"6491","ENSG00000137841","PLCB2","protein_coding"
"6492","ENSG00000132669","RIN2","protein_coding"
"6493","ENSG00000170248","PDCD6IP","protein_coding"
"6494","ENSG00000175548","ALG10B","protein_coding"
"6495","ENSG00000133488","SEC14L4","protein_coding"
"6496","ENSG00000091428","RAPGEF4","protein_coding"
"6497","ENSG00000101236","RNF24","protein_coding"
"6498","ENSG00000178449","COX14","protein_coding"
"6499","ENSG00000105173","CCNE1","protein_coding"
"6500","ENSG00000142166","IFNAR1","protein_coding"
"6501","ENSG00000104450","SPAG1","protein_coding"
"6502","ENSG00000125266","EFNB2","protein_coding"
"6503","ENSG00000129315","CCNT1","protein_coding"
"6504","ENSG00000101605","MYOM1","protein_coding"
"6505","ENSG00000102780","DGKH","protein_coding"
"6506","ENSG00000088833","NSFL1C","protein_coding"
"6507","ENSG00000141485","SLC13A5","protein_coding"
"6508","ENSG00000128242","GAL3ST1","protein_coding"
"6509","ENSG00000141946","ZIM3","protein_coding"
"6510","ENSG00000104435","STMN2","protein_coding"
"6511","ENSG00000134294","SLC38A2","protein_coding"
"6512","ENSG00000243137","PSG4","protein_coding"
"6513","ENSG00000144455","SUMF1","protein_coding"
"6514","ENSG00000110047","EHD1","protein_coding"
"6515","ENSG00000121898","CPXM2","protein_coding"
"6516","ENSG00000159140","SON","protein_coding"
"6517","ENSG00000118985","ELL2","protein_coding"
"6518","ENSG00000154328","NEIL2","protein_coding"
"6519","ENSG00000171222","SCAND1","protein_coding"
"6520","ENSG00000131459","GFPT2","protein_coding"
"6521","ENSG00000101336","HCK","protein_coding"
"6522","ENSG00000151025","GPR158","protein_coding"
"6523","ENSG00000099338","CATSPERG","protein_coding"
"6524","ENSG00000171953","ATPAF2","protein_coding"
"6525","ENSG00000256463","SALL3","protein_coding"
"6526","ENSG00000110046","ATG2A","protein_coding"
"6527","ENSG00000091157","WDR7","protein_coding"
"6528","ENSG00000122420","PTGFR","protein_coding"
"6529","ENSG00000107554","DNMBP","protein_coding"
"6530","ENSG00000104369","JPH1","protein_coding"
"6531","ENSG00000100029","PES1","protein_coding"
"6532","ENSG00000143013","LMO4","protein_coding"
"6533","ENSG00000144642","RBMS3","protein_coding"
"6534","ENSG00000137809","ITGA11","protein_coding"
"6535","ENSG00000113578","FGF1","protein_coding"
"6536","ENSG00000134748","PRPF38A","protein_coding"
"6537","ENSG00000285471","","protein_coding"
"6538","ENSG00000104760","FGL1","protein_coding"
"6539","ENSG00000129235","TXNDC17","protein_coding"
"6540","ENSG00000142892","PIGK","protein_coding"
"6541","ENSG00000068971","PPP2R5B","protein_coding"
"6542","ENSG00000198920","KIAA0753","protein_coding"
"6543","ENSG00000155229","MMS19","protein_coding"
"6544","ENSG00000083750","RRAGB","protein_coding"
"6545","ENSG00000134874","DZIP1","protein_coding"
"6546","ENSG00000154079","SDHAF4","protein_coding"
"6547","ENSG00000164284","GRPEL2","protein_coding"
"6548","ENSG00000146147","MLIP","protein_coding"
"6549","ENSG00000135413","LACRT","protein_coding"
"6550","ENSG00000103528","SYT17","protein_coding"
"6551","ENSG00000149735","GPHA2","protein_coding"
"6552","ENSG00000184005","ST6GALNAC3","protein_coding"
"6553","ENSG00000168070","MAJIN","protein_coding"
"6554","ENSG00000145358","DDIT4L","protein_coding"
"6555","ENSG00000101842","VSIG1","protein_coding"
"6556","ENSG00000104763","ASAH1","protein_coding"
"6557","ENSG00000197273","GUCA2A","protein_coding"
"6558","ENSG00000151466","SCLT1","protein_coding"
"6559","ENSG00000185652","NTF3","protein_coding"
"6560","ENSG00000120149","MSX2","protein_coding"
"6561","ENSG00000101680","LAMA1","protein_coding"
"6562","ENSG00000074696","HACD3","protein_coding"
"6563","ENSG00000133704","IPO8","protein_coding"
"6564","ENSG00000168062","BATF2","protein_coding"
"6565","ENSG00000251537","","protein_coding"
"6566","ENSG00000156298","TSPAN7","protein_coding"
"6567","ENSG00000116641","DOCK7","protein_coding"
"6568","ENSG00000213465","ARL2","protein_coding"
"6569","ENSG00000181350","LRRC75A","protein_coding"
"6570","ENSG00000197381","ADARB1","protein_coding"
"6571","ENSG00000136143","SUCLA2","protein_coding"
"6572","ENSG00000145919","BOD1","protein_coding"
"6573","ENSG00000074356","NCBP3","protein_coding"
"6574","ENSG00000166828","SCNN1G","protein_coding"
"6575","ENSG00000165072","MAMDC2","protein_coding"
"6576","ENSG00000167751","KLK2","protein_coding"
"6577","ENSG00000186522","SEPTIN10","protein_coding"
"6578","ENSG00000124228","DDX27","protein_coding"
"6579","ENSG00000164609","SLU7","protein_coding"
"6580","ENSG00000171219","CDC42BPG","protein_coding"
"6581","ENSG00000189152","GRAPL","protein_coding"
"6582","ENSG00000126759","CFP","protein_coding"
"6583","ENSG00000119318","RAD23B","protein_coding"
"6584","ENSG00000167588","GPD1","protein_coding"
"6585","ENSG00000122254","HS3ST2","protein_coding"
"6586","ENSG00000142494","SLC47A1","protein_coding"
"6587","ENSG00000172940","SLC22A13","protein_coding"
"6588","ENSG00000138769","CDKL2","protein_coding"
"6589","ENSG00000000005","TNMD","protein_coding"
"6590","ENSG00000099958","DERL3","protein_coding"
"6591","ENSG00000170537","TMC7","protein_coding"
"6592","ENSG00000100888","CHD8","protein_coding"
"6593","ENSG00000000003","TSPAN6","protein_coding"
"6594","ENSG00000258873","DUXA","protein_coding"
"6595","ENSG00000138639","ARHGAP24","protein_coding"
"6596","ENSG00000136944","LMX1B","protein_coding"
"6597","ENSG00000279270","OR52R1","protein_coding"
"6598","ENSG00000278870","OR51G1","protein_coding"
"6599","ENSG00000120318","ARAP3","protein_coding"
"6600","ENSG00000157593","SLC35B2","protein_coding"
"6601","ENSG00000205496","OR51A2","protein_coding"
"6602","ENSG00000205495","OR52J3","protein_coding"
"6603","ENSG00000176787","OR52E2","protein_coding"
"6604","ENSG00000083844","ZNF264","protein_coding"
"6605","ENSG00000244734","HBB","protein_coding"
"6606","ENSG00000167566","NCKAP5L","protein_coding"
"6607","ENSG00000175928","LRRN1","protein_coding"
"6608","ENSG00000251357","","protein_coding"
"6609","ENSG00000177143","CETN1","protein_coding"
"6610","ENSG00000240972","MIF","protein_coding"
"6611","ENSG00000176890","TYMS","protein_coding"
"6612","ENSG00000172878","METAP1D","protein_coding"
"6613","ENSG00000183668","PSG9","protein_coding"
"6614","ENSG00000183324","REC114","protein_coding"
"6615","ENSG00000223609","HBD","protein_coding"
"6616","ENSG00000183960","KCNH8","protein_coding"
"6617","ENSG00000118939","UCHL3","protein_coding"
"6618","ENSG00000099994","SUSD2","protein_coding"
"6619","ENSG00000101181","MTG2","protein_coding"
"6620","ENSG00000065615","CYB5R4","protein_coding"
"6621","ENSG00000101224","CDC25B","protein_coding"
"6622","ENSG00000284931","","protein_coding"
"6623","ENSG00000196565","HBG2","protein_coding"
"6624","ENSG00000167139","TBC1D21","protein_coding"
"6625","ENSG00000182199","SHMT2","protein_coding"
"6626","ENSG00000130731","METTL26","protein_coding"
"6627","ENSG00000100284","TOM1","protein_coding"
"6628","ENSG00000196730","DAPK1","protein_coding"
"6629","ENSG00000213931","HBE1","protein_coding"
"6630","ENSG00000109046","WSB1","protein_coding"
"6631","ENSG00000114353","GNAI2","protein_coding"
"6632","ENSG00000065833","ME1","protein_coding"
"6633","ENSG00000136535","TBR1","protein_coding"
"6634","ENSG00000138640","FAM13A","protein_coding"
"6635","ENSG00000183251","OR51B4","protein_coding"
"6636","ENSG00000176239","OR51B6","protein_coding"
"6637","ENSG00000132199","ENOSF1","protein_coding"
"6638","ENSG00000167360","OR51Q1","protein_coding"
"6639","ENSG00000147256","ARHGAP36","protein_coding"
"6640","ENSG00000181609","OR52D1","protein_coding"
"6641","ENSG00000175520","UBQLN3","protein_coding"
"6642","ENSG00000161243","FBXO27","protein_coding"
"6643","ENSG00000169508","GPR183","protein_coding"
"6644","ENSG00000146143","PRIM2","protein_coding"
"6645","ENSG00000175518","UBQLNL","protein_coding"
"6646","ENSG00000139826","ABHD13","protein_coding"
"6647","ENSG00000187747","OR52B6","protein_coding"
"6648","ENSG00000182263","FIGN","protein_coding"
"6649","ENSG00000139684","ESD","protein_coding"
"6650","ENSG00000121236","TRIM6","protein_coding"
"6651","ENSG00000156642","NPTN","protein_coding"
"6652","ENSG00000121289","CEP89","protein_coding"
"6653","ENSG00000072080","SPP2","protein_coding"
"6654","ENSG00000090905","TNRC6A","protein_coding"
"6655","ENSG00000100216","TOMM22","protein_coding"
"6656","ENSG00000102468","HTR2A","protein_coding"
"6657","ENSG00000269405","NXF2","protein_coding"
"6658","ENSG00000083544","TDRD3","protein_coding"
"6659","ENSG00000100197","CYP2D6","protein_coding"
"6660","ENSG00000184486","POU3F2","protein_coding"
"6661","ENSG00000118322","ATP10B","protein_coding"
"6662","ENSG00000135324","MRAP2","protein_coding"
"6663","ENSG00000158164","TMSB15A","protein_coding"
"6664","ENSG00000102010","BMX","protein_coding"
"6665","ENSG00000057657","PRDM1","protein_coding"
"6666","ENSG00000178802","MPI","protein_coding"
"6667","ENSG00000268182","SMIM17","protein_coding"
"6668","ENSG00000127903","ZNF835","protein_coding"
"6669","ENSG00000133104","SPART","protein_coding"
"6670","ENSG00000204524","ZNF805","protein_coding"
"6671","ENSG00000133027","PEMT","protein_coding"
"6672","ENSG00000204936","CD177","protein_coding"
"6673","ENSG00000258588","TRIM6-TRIM34","protein_coding"
"6674","ENSG00000138175","ARL3","protein_coding"
"6675","ENSG00000204764","RANBP17","protein_coding"
"6676","ENSG00000172987","HPSE2","protein_coding"
"6677","ENSG00000100427","MLC1","protein_coding"
"6678","ENSG00000153560","UBP1","protein_coding"
"6679","ENSG00000181023","OR56B1","protein_coding"
"6680","ENSG00000169239","CA5B","protein_coding"
"6681","ENSG00000205409","OR52E6","protein_coding"
"6682","ENSG00000213934","HBG1","protein_coding"
"6683","ENSG00000048471","SNX29","protein_coding"
"6684","ENSG00000182170","MRGPRG","protein_coding"
"6685","ENSG00000167578","RAB4B","protein_coding"
"6686","ENSG00000184350","MRGPRE","protein_coding"
"6687","ENSG00000182287","AP1S2","protein_coding"
"6688","ENSG00000114948","ADAM23","protein_coding"
"6689","ENSG00000146856","AGBL3","protein_coding"
"6690","ENSG00000005801","ZNF195","protein_coding"
"6691","ENSG00000206422","LRRC30","protein_coding"
"6692","ENSG00000134775","FHOD3","protein_coding"
"6693","ENSG00000170915","PAQR8","protein_coding"
"6694","ENSG00000188316","ENO4","protein_coding"
"6695","ENSG00000149488","TMC2","protein_coding"
"6696","ENSG00000203972","GLYATL3","protein_coding"
"6697","ENSG00000070190","DAPP1","protein_coding"
"6698","ENSG00000058600","POLR3E","protein_coding"
"6699","ENSG00000156535","CD109","protein_coding"
"6700","ENSG00000177732","SOX12","protein_coding"
"6701","ENSG00000170373","CST1","protein_coding"
"6702","ENSG00000101441","CST4","protein_coding"
"6703","ENSG00000249624","","protein_coding"
"6704","ENSG00000171940","ZNF217","protein_coding"
"6705","ENSG00000102572","STK24","protein_coding"
"6706","ENSG00000196865","NHLRC2","protein_coding"
"6707","ENSG00000108590","MED31","protein_coding"
"6708","ENSG00000142173","COL6A2","protein_coding"
"6709","ENSG00000196576","PLXNB2","protein_coding"
"6710","ENSG00000105063","PPP6R1","protein_coding"
"6711","ENSG00000138650","PCDH10","protein_coding"
"6712","ENSG00000088854","DNAAF9","protein_coding"
"6713","ENSG00000135315","CEP162","protein_coding"
"6714","ENSG00000105971","CAV2","protein_coding"
"6715","ENSG00000124422","USP22","protein_coding"
"6716","ENSG00000169188","APEX2","protein_coding"
"6717","ENSG00000170370","EMX2","protein_coding"
"6718","ENSG00000182010","RTKN2","protein_coding"
"6719","ENSG00000135423","GLS2","protein_coding"
"6720","ENSG00000158578","ALAS2","protein_coding"
"6721","ENSG00000129472","RAB2B","protein_coding"
"6722","ENSG00000197430","OPALIN","protein_coding"
"6723","ENSG00000163512","AZI2","protein_coding"
"6724","ENSG00000124257","NEURL2","protein_coding"
"6725","ENSG00000125779","PANK2","protein_coding"
"6726","ENSG00000287542","HERC3","protein_coding"
"6727","ENSG00000144228","SPOPL","protein_coding"
"6728","ENSG00000170153","RNF150","protein_coding"
"6729","ENSG00000136161","RCBTB2","protein_coding"
"6730","ENSG00000128590","DNAJB9","protein_coding"
"6731","ENSG00000140090","SLC24A4","protein_coding"
"6732","ENSG00000174697","LEP","protein_coding"
"6733","ENSG00000171962","DRC3","protein_coding"
"6734","ENSG00000204193","TXNDC8","protein_coding"
"6735","ENSG00000136542","GALNT5","protein_coding"
"6736","ENSG00000169018","FEM1B","protein_coding"
"6737","ENSG00000214415","GNAT3","protein_coding"
"6738","ENSG00000089048","ESF1","protein_coding"
"6739","ENSG00000197714","ZNF460","protein_coding"
"6740","ENSG00000109445","ZNF330","protein_coding"
"6741","ENSG00000140464","PML","protein_coding"
"6742","ENSG00000238269","PAGE2B","protein_coding"
"6743","ENSG00000136925","TSTD2","protein_coding"
"6744","ENSG00000221878","PSG7","protein_coding"
